hh_size,n_children,region_type,hh_autos,n_emp,dist_to_transit,hh_income,trip_length_km,weight
2,0,metropolitan,1,2,0.15,3036,32.11,0.910492532
3,1,urban,1,1,0.05,1353,0.49,0.682529579
2,0,urban,1,2,0.05,2897,0.2,1.041349571
2,0,urban,1,2,0.7,2975,23.75,1.762260879
2,0,urban,1,2,0.7,2975,4.9,1.500338573
2,0,metropolitan,2,2,0.7,3057,6.65,1.169070388
2,0,metropolitan,2,2,0.7,3057,4.61,1.259290881
4,2,metropolitan,2,2,0.15,3137,10.45,0.336826144
4,2,metropolitan,2,2,0.15,3137,21.85,0.643009568
4,2,rural,1,1,0.7,2446,42.75,2.211284258
4,2,metropolitan,1,2,0.15,2116,18.05,0.370782575
4,2,urban,2,2,0.7,3688,19,0.875158888
2,0,metropolitan,2,2,0.05,2742,23.75,1.012878911
5,1,metropolitan,2,3,0.05,5855,5.23,0.464746411
5,1,metropolitan,2,3,0.05,5855,2.85,0.600249735
5,1,metropolitan,2,3,0.05,5855,2.85,0.600249735
4,2,urban,1,2,0.3,3015,0.48,0.639065457
4,2,urban,1,2,0.3,3015,0.48,0.639065457
2,0,metropolitan,1,2,0.05,1829,47.5,1.066349347
2,0,metropolitan,1,2,0.05,1829,1.47,1.538596776
5,3,metropolitan,1,2,0.3,2855,9.5,0.659728891
3,0,metropolitan,2,1,0.3,4711,16.15,0.926607584
2,0,urban,2,2,0.3,2558,3.33,1.14374608
2,0,rural,1,2,0.3,2897,30.4,1.133598976
2,0,rural,1,2,0.3,2897,30.4,1.134868538
3,0,urban,2,2,0.15,4695,1.9,0.881295888
3,0,urban,2,2,0.15,4695,2.85,0.84805761
3,0,urban,2,2,0.15,4695,0.95,1.339708279
3,0,rural,2,3,0.7,3696,1.43,0.362428878
2,0,metropolitan,2,1,0.3,4250,5.7,1.245078112
3,1,rural,2,2,0.05,2126,14.25,0.937238477
4,0,metropolitan,1,2,0.7,2747,21.85,0.531960765
2,0,metropolitan,1,1,0.7,2720,13.54,0.801410761
2,0,rural,2,2,0.3,4181,6.65,0.511700587
4,2,urban,1,2,0.7,2652,1.96,0.628341133
4,2,urban,1,2,0.7,2652,1.96,0.628341133
1,0,urban,1,1,0.05,1296,0.1,2.748032062
4,1,metropolitan,2,3,0.7,1707,22.8,0.438123247
4,1,metropolitan,2,3,0.7,1707,14.25,0.905247923
1,0,urban,1,1,0.7,932,28.5,2.36336459
3,1,metropolitan,3,2,1.5,4335,16.15,2.285831573
4,2,urban,3,1,0.15,4568,57,1.086789278
4,2,metropolitan,1,2,0.15,3437,15.34,0.91061183
2,0,urban,2,2,0.7,1983,8.55,0.696482704
2,0,urban,2,2,0.7,1983,31.35,0.760003775
2,0,metropolitan,1,1,0.05,3304,17.1,0.937757388
3,0,metropolitan,4,3,1.5,3828,8.55,1.063608754
3,0,metropolitan,4,3,1.5,3828,2.85,2.063402363
1,0,metropolitan,0,1,0.3,1804,28.88,3.388822669
3,1,rural,3,3,0.7,4746,15.2,0.425213366
2,0,urban,1,2,0.7,1605,14.25,0.526862782
1,0,metropolitan,1,1,0.7,1209,2.38,7.343758412
3,1,urban,1,1,0.3,3334,1.76,1.366188851
3,1,rural,1,2,0.3,2864,12.35,3.03286491
3,1,rural,1,2,0.3,2864,1.96,1.711319141
2,1,urban,1,1,0.3,1608,17.1,1.028541653
3,0,metropolitan,2,2,0.3,2686,4.75,0.714293837
5,3,metropolitan,2,1,0.05,2021,33.25,0.46427479
5,3,metropolitan,2,1,0.05,2021,2.94,0.404039042
3,1,metropolitan,1,2,0.05,3238,14.25,0.514856739
5,0,metropolitan,3,1,0.7,4203,10.45,1.114084487
3,0,metropolitan,2,1,0.3,5253,7.6,2.666417078
2,0,metropolitan,1,2,0.7,2073,13.54,0.46319436
2,0,metropolitan,1,2,0.7,2073,7.6,0.330932403
2,0,urban,1,1,0.15,1452,14.25,0.837833874
3,0,metropolitan,1,1,0.7,1777,43.7,1.258195161
2,0,metropolitan,2,0,0.7,935,1.9,0.422330138
2,0,metropolitan,2,0,0.7,935,1.9,0.438538007
5,3,rural,2,1,0.05,2595,9.5,2.03133764
5,3,rural,2,1,0.05,2595,9.5,2.03133764
2,0,urban,2,1,0.15,4952,3.8,0.92384973
1,0,urban,1,1,0.7,1650,1.67,4.256790153
4,1,metropolitan,2,3,0.7,6274,1.96,0.690967283
3,0,metropolitan,2,1,0.3,3855,14.25,2.127281471
3,0,rural,2,2,3.5,4495,2.85,1.557427059
3,1,urban,2,1,0.05,2760,5.23,0.40847754
2,0,rural,2,2,0.3,3899,6.65,1.582676504
2,0,rural,2,2,0.3,3899,1.43,1.522985496
4,2,urban,2,1,0.15,3159,3.33,0.78854208
2,0,metropolitan,1,2,0.3,2699,10.83,6.243160646
3,1,metropolitan,1,2,0.7,3761,15.2,0.923954567
3,0,urban,2,1,0.15,2945,19.95,1.553120416
2,0,metropolitan,2,2,1.5,6483,5.7,5.007964627
4,0,urban,4,2,0.3,2225,19,1.014519219
2,0,metropolitan,1,1,1.5,2116,21.85,0.533604076
4,1,urban,3,2,1.5,3927,15.2,0.38768194
4,1,urban,3,2,1.5,3927,5.7,0.41414011
4,2,urban,2,2,0.3,3026,10.45,1.205559051
4,2,urban,2,2,0.3,3026,14.25,1.225676901
4,2,rural,3,1,0.3,2627,2.85,0.625885781
2,0,urban,1,1,0.15,2595,9.5,0.66288055
5,0,metropolitan,2,3,0.7,3828,0.98,0.668294283
4,2,metropolitan,1,3,0.05,2041,31.59,0.658020385
4,2,metropolitan,1,3,0.05,2041,5.7,0.62239561
5,3,urban,3,1,0.3,3304,36.1,0.59041247
4,0,metropolitan,2,1,0.05,3026,20.9,1.114794923
3,0,urban,2,2,0.05,3398,5.7,1.00990411
3,0,urban,2,2,0.05,3398,5.7,0.91029624
4,2,metropolitan,1,2,0.15,2423,2.94,1.123073146
3,0,metropolitan,2,2,0.7,3525,25.65,0.411102012
3,0,metropolitan,2,2,0.7,3525,0.59,0.19882344
5,2,metropolitan,1,2,0.15,1563,19,0.740104581
4,2,urban,2,1,0.7,4599,28.5,0.627759533
3,0,rural,2,2,0.15,5227,0.2,0.745719698
3,0,rural,2,2,0.15,5227,1.57,0.74976019
3,0,rural,2,2,0.15,5227,1.57,0.74976019
4,1,urban,2,3,0.7,5037,6.65,1.03043449
4,1,urban,2,3,0.7,5037,6.65,0.684798023
1,0,metropolitan,0,1,0.3,1434,1.86,2.328538545
4,1,urban,2,3,0.3,5731,15.2,0.462848437
4,1,urban,2,3,0.3,5731,18.05,0.530295971
2,0,metropolitan,2,1,0.3,2080,6.65,0.293244631
4,2,urban,3,2,0.3,7566,20.9,0.518803404
4,2,urban,3,2,0.3,7566,38,0.490715742
4,2,metropolitan,1,1,3.5,3881,20.9,0.796856244
4,0,urban,2,4,0.05,4413,0.98,0.609881399
4,0,urban,2,4,0.05,4413,2.85,0.458800287
4,0,urban,2,4,0.05,4413,20.9,0.765720433
4,0,metropolitan,2,2,0.3,3094,28.5,0.810386265
4,0,metropolitan,2,2,0.3,3094,1.35,0.905247923
1,0,urban,1,1,0.15,953,0.76,1.508691873
2,1,metropolitan,1,1,0.05,1976,7.6,0.626611942
4,2,urban,2,1,0.3,2267,11.4,1.038881269
3,0,metropolitan,0,1,0.05,1945,1.47,1.019354481
3,1,urban,2,2,0.7,3993,23.75,0.64768912
3,0,rural,2,2,0.7,3204,0.1,0.334404479
3,0,rural,2,2,0.7,3204,0.98,0.353545174
3,1,metropolitan,1,2,0.15,2747,18.05,0.943590249
2,0,urban,2,2,0.3,2916,14.25,1.318399749
2,0,urban,2,2,0.3,2916,14.25,1.340400636
2,1,urban,2,2,1.5,2846,19.95,1.492731591
2,1,urban,2,2,1.5,2846,33.25,0.73689896
2,0,urban,2,2,0.3,4568,3.92,0.491469508
3,1,metropolitan,1,1,0.7,4013,23.75,0.769934709
4,0,urban,3,3,0.15,5201,6.65,0.532397317
4,0,urban,3,3,0.15,5201,31.59,0.507022033
4,0,urban,3,3,0.15,5201,7.84,0.841047925
3,0,metropolitan,3,2,1.5,1512,14.25,0.49619915
4,0,urban,3,4,0.05,3036,8.55,0.936427254
4,0,urban,3,4,0.05,3036,8.55,0.587525177
4,0,urban,3,4,0.05,3036,8.55,0.779447155
4,0,urban,3,4,0.05,3036,8.55,0.646784583
1,0,metropolitan,0,1,0.7,2550,9.8,6.280158328
4,1,metropolitan,3,3,0.05,5391,27.08,0.413092789
4,1,metropolitan,3,3,0.05,5391,10.45,0.439409732
4,1,metropolitan,3,3,0.05,5391,10.45,0.406941541
4,2,rural,2,2,1.5,4763,4.28,0.37494516
4,2,rural,2,2,1.5,4763,4.28,0.37494516
4,2,rural,2,2,1.5,4763,33.25,0.354645884
5,2,metropolitan,1,3,0.7,2786,13.54,0.509785149
2,0,rural,1,2,0.7,1811,16.15,0.485788989
2,0,rural,1,2,0.7,1811,16.15,0.560068159
1,0,urban,1,1,0.05,2499,0.38,3.093474759
2,0,metropolitan,2,2,0.7,4286,49.4,1.884308943
4,2,urban,2,2,0.15,3067,25.65,0.948142653
4,1,rural,1,2,0.05,4524,4.28,0.812309944
4,2,urban,2,1,0.15,4426,13.3,0.554126929
2,0,urban,1,2,0.05,3955,0.98,0.220415722
2,0,urban,1,2,0.05,3955,1.9,0.293255814
4,2,metropolitan,2,2,0.15,4912,9.5,0.952182261
4,2,metropolitan,2,2,0.15,4912,18.05,0.991721416
6,2,urban,3,2,0.7,6213,14.25,0.556609532
3,1,urban,2,1,0.15,2446,4.75,0.785997472
2,0,metropolitan,2,2,0.3,6647,59.85,2.758461598
1,0,metropolitan,1,1,0.05,1494,14.06,8.538732892
4,2,metropolitan,1,2,0.05,4063,0.98,0.50730967
2,0,rural,2,1,0.15,1280,2.47,2.51126728
2,0,metropolitan,2,2,0.3,1644,63.18,1.423772424
2,0,urban,1,0,0.15,1566,7.6,0.986329801
3,0,urban,2,3,0.15,3099,0.98,0.845715235
3,0,urban,2,3,0.15,3099,0.98,0.845715235
3,0,urban,2,3,0.15,3099,0.76,1.627798962
2,0,rural,2,2,0.3,2804,5.23,0.866576219
2,0,rural,2,2,0.3,2804,19,0.970130254
4,0,metropolitan,4,3,0.05,2804,14.25,0.651361474
4,0,metropolitan,4,3,0.05,2804,38,1.193065617
4,0,metropolitan,4,3,0.05,2804,19,1.62763826
4,1,metropolitan,2,3,0.3,3505,1.96,0.834247737
4,1,metropolitan,2,3,0.3,3505,2.85,1.203705785
4,1,metropolitan,2,3,0.3,3505,15.2,0.98590955
4,0,rural,4,2,0.05,3031,7.6,1.081995745
4,0,rural,4,2,0.05,3031,90.25,1.072414989
2,0,metropolitan,2,1,1.5,3803,9.5,0.837452288
3,0,rural,3,3,0.3,3505,3.33,0.852781349
3,0,rural,3,3,0.3,3505,10.45,0.848858945
4,2,urban,2,2,0.7,3110,19,0.566013049
4,2,urban,2,2,0.7,3110,11.4,0.353471522
4,1,rural,1,2,0.05,3590,0.95,1.123347652
4,1,rural,1,2,0.05,3590,85.74,1.113400737
1,0,metropolitan,1,1,0.7,1353,23.75,9.262626652
4,0,urban,3,3,0.7,4630,0.98,0.470901233
4,0,urban,3,3,0.7,4630,0.98,0.470901233
4,0,urban,3,3,0.7,4630,34.2,0.848373748
7,3,rural,3,1,0.7,2912,20.9,0.384477087
1,0,rural,1,0,0.3,374,12.35,1.974100497
5,1,metropolitan,3,4,0.3,3464,47.5,0.664874273
5,1,metropolitan,3,4,0.3,3464,0.95,1.18262086
5,1,metropolitan,3,4,0.3,3464,0.95,1.18262086
5,1,metropolitan,3,4,0.3,3464,8.55,1.217816322
5,1,metropolitan,3,4,0.3,3464,0.98,0.968639691
5,1,metropolitan,3,4,0.3,3464,0.98,0.968639691
2,0,metropolitan,2,2,0.7,3457,33.25,1.075404362
2,0,metropolitan,2,2,0.7,3457,42.75,1.144421262
4,0,metropolitan,4,4,0.7,4835,0.95,0.59807851
4,0,metropolitan,4,4,0.7,4835,0.95,0.59807851
2,0,urban,2,2,0.7,7797,5.7,0.681745357
2,0,urban,2,2,0.05,1542,1.96,0.69741661
2,0,urban,2,2,0.05,1542,0.49,1.219272586
4,2,metropolitan,1,2,0.05,3457,23.75,0.383163411
2,0,urban,2,2,0.3,2742,33.25,0.93945316
2,0,urban,2,1,1.5,2126,1.9,1.514521922
3,1,urban,1,1,0.7,3359,7.04,2.347187788
2,0,urban,2,1,7.5,1869,26.6,0.874960188
2,0,urban,2,1,0.3,2764,14.25,1.321878636
5,3,rural,1,2,0.3,1584,5.7,0.513944566
3,0,metropolitan,1,2,0.15,1875,2.85,0.590621516
3,0,metropolitan,1,2,0.15,1875,1.47,1.360522961
2,1,urban,0,1,0.05,1464,2.45,0.691565821
4,2,rural,2,1,0.15,2371,11.4,0.838319761
4,2,metropolitan,2,2,0.15,3181,9.5,0.868889687
4,2,metropolitan,2,2,0.15,3181,9.5,0.834247737
4,1,metropolitan,2,3,0.05,2378,6.65,0.885899924
5,3,urban,2,2,0.7,3244,38,1.896964275
5,3,urban,2,2,0.7,3244,4.28,2.005543005
4,0,urban,4,4,0.7,3181,11.4,0.599931549
5,3,urban,1,1,0.7,4226,36.57,0.672146362
2,0,metropolitan,2,1,0.7,5253,41.51,1.478280668
2,0,metropolitan,2,1,0.7,5253,9.5,1.372370895
1,0,metropolitan,1,1,0.05,2636,28.88,4.619388015
2,0,metropolitan,3,2,0.7,2769,9.5,3.147546587
2,0,urban,2,1,0.7,1951,14.25,0.970836321
2,0,metropolitan,1,1,0.3,4646,0.98,4.256261061
3,1,metropolitan,1,1,0.05,4854,23.75,0.325852037
2,0,metropolitan,2,1,0.05,4495,9.5,0.661537385
2,0,metropolitan,2,1,0.7,3159,39.9,0.94037414
3,1,urban,2,2,0.3,3846,11.4,0.991597105
3,1,urban,2,2,0.3,3846,9.5,0.783048183
1,0,metropolitan,1,1,0.7,4348,2.38,2.583792586
4,1,urban,3,3,0.3,3728,24.7,0.672059124
4,0,urban,3,2,0.7,8092,1.96,0.657041811
2,0,urban,2,1,0.3,1332,13.3,1.389448571
2,0,urban,2,2,0.7,5421,28.5,0.388473532
2,0,urban,2,2,0.7,5421,67.45,0.415222917
6,4,rural,1,1,0.7,2015,4.75,0.428697771
3,1,metropolitan,2,2,1.5,3170,57,2.022477353
4,2,rural,1,1,0.15,1755,14.25,0.414352609
4,0,urban,3,3,0.05,3083,3.8,0.297264738
4,0,urban,3,3,0.05,3083,19,0.706519835
1,0,rural,1,1,0.7,2431,80.75,9.074747083
4,2,metropolitan,2,2,0.7,6409,22.8,1.637035542
4,2,metropolitan,2,2,0.7,6409,21.85,1.705013075
2,0,urban,1,2,0.05,4043,5.7,0.486663275
2,0,urban,1,2,0.05,4043,6.32,0.514518982
2,0,metropolitan,2,1,0.7,3142,20.9,1.334172849
1,0,metropolitan,1,1,0.3,1143,14.25,1.202829854
3,0,metropolitan,2,2,0.15,3041,7.13,0.673501841
3,0,metropolitan,2,2,0.15,3041,0.78,0.701468854
3,1,rural,1,0,0.7,1530,2.94,0.884600389
2,0,metropolitan,0,1,0.7,3262,1.27,0.355040742
2,0,urban,2,1,0.05,2281,2.38,1.303852194
4,2,metropolitan,1,2,0.05,3498,8.82,0.808871407
3,1,urban,1,2,0.7,1244,33.25,3.205552956
3,1,rural,2,2,0.7,3554,10.45,1.41352035
2,0,metropolitan,1,2,0.15,3310,12.64,1.452348533
2,0,metropolitan,1,2,0.15,3310,11.73,1.439488411
4,0,metropolitan,3,3,0.05,3470,25.65,0.106376835
4,0,metropolitan,3,3,0.05,3470,3.33,0.179451246
5,3,urban,2,2,0.05,3341,4.75,0.446244638
5,3,urban,2,2,0.05,3341,0.48,0.643870194
3,1,urban,2,1,0.7,3148,66.5,1.203255991
5,2,metropolitan,2,3,0.3,3398,11.4,0.76893942
5,2,metropolitan,2,3,0.3,3398,11.4,0.532925885
4,0,metropolitan,1,2,0.05,5362,29.45,0.434772312
4,0,metropolitan,1,2,0.05,5362,10.74,0.452826134
4,2,metropolitan,1,1,0.3,6647,14.25,0.396650347
4,2,rural,1,2,0.7,2495,18.05,0.539109526
2,0,urban,1,1,0.15,988,3.61,0.499155745
4,2,urban,1,2,0.3,3597,2.85,0.419955193
4,1,metropolitan,1,2,0.15,2682,6.86,0.773678248
1,0,urban,1,1,0.3,1188,47.5,1.788201906
2,0,metropolitan,1,2,0.05,2897,9.03,1.34119989
2,0,metropolitan,1,2,0.05,2897,33.25,1.394765592
3,2,metropolitan,1,1,0.15,2153,13.54,0.308916797
2,0,metropolitan,2,2,0.05,4892,43.7,0.278875651
4,1,metropolitan,2,2,0.15,3650,19,0.862313666
4,1,metropolitan,2,2,0.15,3650,19.19,0.913559782
4,2,rural,2,2,0.7,2157,1.9,0.494829745
4,2,rural,2,2,0.7,2157,1.9,0.494829745
4,2,rural,2,2,0.7,2157,1.9,0.494829745
3,0,urban,3,3,0.3,2632,3.33,0.742370232
4,2,urban,1,2,0.7,2397,11.4,1.08898061
4,2,urban,1,1,3.5,1515,1.43,1.033616641
3,0,metropolitan,2,2,0.05,5201,23.75,1.235673092
4,2,metropolitan,1,2,0.3,2916,4.75,1.366602428
2,0,urban,1,2,0.7,5995,46.93,1.154204392
2,0,metropolitan,5,1,0.3,6740,6.18,1.050105214
3,0,urban,1,2,0.3,2665,0.69,0.820223875
4,2,urban,2,2,0.15,9204,38,0.712541518
3,1,metropolitan,2,2,0.3,3010,2.38,1.852758467
3,1,metropolitan,2,2,0.3,3010,9.5,1.778890442
4,2,urban,2,1,0.7,2419,4.75,0.517823611
4,1,metropolitan,2,2,0.7,6154,19,0.564782181
4,1,metropolitan,2,2,0.7,6154,31.35,0.542264759
4,1,metropolitan,2,2,0.7,6154,19,0.805699227
4,2,metropolitan,2,2,0.3,2263,7.6,0.898443405
3,0,urban,2,3,0.05,1200,2.45,0.461905462
3,0,urban,2,3,0.05,1200,23.75,0.434235195
3,0,urban,2,3,0.05,1200,21.85,0.994917298
3,0,urban,2,3,0.05,1200,0.49,0.994917298
3,0,urban,2,3,0.05,1200,0.49,0.994917298
2,0,metropolitan,2,2,0.05,2356,19,1.476570927
3,0,urban,2,3,0.7,2060,7.6,0.607478752
3,0,urban,2,3,0.7,2060,9.5,1.300174611
2,0,rural,1,1,0.3,1362,2.94,0.714088081
2,0,rural,1,1,0.3,1362,2.94,0.714088081
2,0,urban,2,1,0.3,3334,5.7,1.562613307
4,2,urban,1,2,1.5,3083,18.05,0.76668529
3,0,urban,2,1,0.7,1237,19,1.927355652
3,0,urban,2,1,0.7,1237,4.75,0.881833181
5,1,metropolitan,4,4,0.7,5900,13.3,0.521730829
5,1,metropolitan,4,4,0.7,5900,13.3,0.617529332
2,0,metropolitan,1,1,0.05,3547,13.97,0.911037708
5,3,urban,0,1,0.05,2457,0.98,0.638099931
5,3,urban,0,1,0.05,2457,0.98,0.638099931
5,3,urban,0,1,0.05,2457,18.05,0.671050909
4,0,urban,2,2,0.05,3518,11.4,0.279111982
2,0,metropolitan,1,1,0.05,2356,6.86,0.533232179
4,1,metropolitan,3,2,1.5,8092,1.9,0.635789696
4,2,metropolitan,2,1,0.15,3712,16.15,0.670118954
4,0,urban,1,2,0.7,5618,17.15,1.540168589
5,2,metropolitan,3,3,0.7,3863,23.75,0.212034131
5,2,metropolitan,3,3,0.7,3863,28.5,0.225641978
5,2,metropolitan,3,3,0.7,3863,3.8,0.378244141
3,0,metropolitan,1,3,0.05,3803,6.32,1.030539722
4,2,metropolitan,2,2,0.05,3347,19,1.171017498
2,0,metropolitan,1,2,0.05,2364,25.65,0.779306471
4,0,metropolitan,2,2,0.15,4203,7.22,0.493578095
4,0,metropolitan,2,2,0.15,4203,6.65,0.633732791
2,0,rural,2,2,0.7,2897,12.35,1.77911257
2,0,rural,2,2,0.7,2897,3.33,3.240559512
2,0,metropolitan,1,1,0.15,3120,1.35,1.892198754
4,1,metropolitan,2,2,0.7,3187,3.92,1.306117915
4,1,metropolitan,2,2,0.7,3187,4.75,1.285662233
4,1,rural,2,2,1.5,2434,7.6,1.557714702
1,0,metropolitan,2,1,0.7,1617,11.4,4.188995187
4,2,urban,1,2,0.7,3505,11.4,0.854934028
4,2,urban,1,2,0.7,3505,13.3,1.468838865
3,1,metropolitan,2,1,0.7,3000,0.95,1.620601492
3,1,metropolitan,2,1,0.7,3000,0.95,1.620601492
4,1,urban,1,2,0.05,2327,1.9,0.87041263
4,1,urban,1,2,0.05,2327,1.96,0.920233441
4,2,metropolitan,2,2,0.3,3568,11.4,0.452826134
4,2,metropolitan,2,2,0.3,3568,23.75,0.350602939
5,3,metropolitan,2,1,0.7,2201,2.94,2.794547949
5,3,metropolitan,2,1,0.7,2201,2.94,2.794547949
1,0,metropolitan,1,1,0.05,3720,5.7,3.578017429
3,0,metropolitan,2,3,0.3,5201,1.9,0.867528411
3,0,metropolitan,2,3,0.3,5201,9.5,0.834809377
3,0,metropolitan,2,3,0.3,5201,18.05,0.902807464
5,3,urban,1,1,0.15,2191,6.65,1.329256819
2,0,metropolitan,2,2,0.15,2140,9.98,0.62962366
2,0,metropolitan,2,2,0.15,2140,9.98,0.911304678
5,2,urban,2,3,0.15,3457,34.2,0.605081197
5,2,urban,2,3,0.15,3457,19,0.568590414
2,0,metropolitan,2,2,0.3,6213,28.5,2.681878363
4,1,urban,1,2,0.3,3899,90.25,0.27692258
2,0,metropolitan,1,2,0.05,2113,13.54,0.980116718
1,0,metropolitan,1,1,0.7,3078,11.4,1.797995008
2,0,metropolitan,3,2,0.7,4399,1.9,0.819568027
1,0,metropolitan,0,1,0.05,1904,1.81,2.123947236
2,0,metropolitan,1,1,0.05,978,0.78,1.441500387
3,0,rural,2,1,0.3,7076,66.5,1.545139041
2,0,metropolitan,2,2,0.3,4063,15.2,0.933942029
2,0,metropolitan,2,2,0.3,4063,23.75,0.968558393
5,1,urban,3,3,0.3,3837,45.6,0.583737249
5,1,urban,3,3,0.3,3837,7.13,0.560881427
5,1,urban,3,3,0.3,3837,19,0.922151533
5,1,urban,3,3,0.3,3837,3.92,0.930389863
5,1,metropolitan,2,1,1.5,3744,28.5,0.891307202
6,2,rural,1,2,0.7,2742,12.64,0.55211674
6,2,rural,1,2,0.7,2742,0.49,0.626971447
2,1,metropolitan,1,2,0.7,1079,13.54,1.237008307
2,1,metropolitan,1,2,0.7,1079,1.47,0.88540901
2,0,metropolitan,0,2,0.15,1960,2.94,0.253693301
2,0,metropolitan,0,2,0.15,1960,2.94,0.253693301
2,0,urban,1,2,0.05,3304,40.61,2.650481429
2,0,urban,1,2,0.05,3304,40.61,2.350997889
7,5,metropolitan,1,2,0.3,4662,9.03,0.698914515
3,1,urban,1,1,0.05,3051,43.7,0.547872792
2,0,metropolitan,2,1,0.15,3437,9.5,2.071982473
3,1,urban,2,1,0.7,3665,9.5,0.710328021
2,0,urban,2,2,0.05,3635,9.79,1.575346743
2,0,metropolitan,1,1,0.3,2067,0.98,0.882973289
4,1,urban,3,4,0.7,5176,19,0.753934101
4,1,urban,3,4,0.7,5176,5.7,0.49884973
4,1,urban,3,4,0.7,5176,6.65,0.698225557
4,1,urban,3,4,0.7,5176,6.65,0.698225557
2,0,urban,2,1,0.7,3164,7.6,2.447016141
6,4,urban,1,1,0.15,4033,13.23,0.619802746
2,0,urban,1,2,0.15,2054,45.6,1.299314321
3,0,urban,3,2,0.3,7076,1.9,1.62304497
1,0,rural,0,1,0.7,1105,0.49,1.17599882
4,2,urban,2,2,3.5,2855,23.75,0.296266019
2,0,metropolitan,2,2,0.7,2644,31.35,0.807815757
2,0,metropolitan,2,2,0.7,3650,6.65,1.451241808
2,0,urban,1,2,0.3,5176,42.75,5.635601851
2,0,urban,1,2,0.3,5176,47.5,7.093537272
3,1,rural,2,1,0.7,2123,23.75,0.673685652
2,0,metropolitan,0,1,0.15,1066,31.59,1.019116253
3,0,metropolitan,2,3,0.7,3820,25.65,0.667424579
5,3,metropolitan,2,2,0.3,2800,23.75,0.785212229
4,0,metropolitan,2,2,0.05,5253,4.75,0.684105229
4,0,metropolitan,2,2,0.05,5253,21.85,0.65296165
4,2,rural,2,1,0.05,2386,2.85,1.401472608
3,0,urban,2,2,0.7,4386,14.25,0.695298078
3,0,urban,2,2,0.7,4386,23.75,1.642217061
3,1,metropolitan,2,2,0.3,3233,33.25,0.834710641
3,1,rural,1,2,0.05,3590,1.43,1.237741568
3,1,rural,1,2,0.05,3590,0.49,1.160912267
3,1,rural,1,2,0.05,3590,0.48,1.160912267
2,0,metropolitan,1,2,0.7,5201,8.82,0.562616244
4,2,urban,2,2,0.7,3597,4.28,0.925355672
4,0,urban,2,2,0.05,4335,5.7,0.452215629
4,0,urban,2,2,0.05,4335,7.84,0.469570421
2,0,urban,1,2,0.05,1854,74.1,1.543317893
1,0,urban,2,1,1.5,1002,0.98,3.779627776
4,2,metropolitan,1,1,0.15,2850,15.2,0.326334065
3,0,metropolitan,1,3,0.7,2611,14.06,0.846876464
3,1,urban,1,1,0.7,1841,2.45,0.658976968
4,1,metropolitan,1,1,0.05,1659,9.03,0.474435801
8,4,urban,2,1,0.15,2960,7.6,0.682020137
2,0,rural,1,2,0.3,2038,14.25,0.988910126
2,0,rural,1,2,0.3,2038,14.25,1.140118625
2,0,urban,1,1,0.05,2546,5.42,0.417887279
5,3,metropolitan,2,2,0.05,3927,47.5,0.771799951
4,2,metropolitan,3,2,0.3,4322,66.5,0.461819328
4,2,metropolitan,3,2,0.3,4322,0.95,0.821444284
1,0,metropolitan,1,1,0.15,1752,0.98,2.207505857
1,0,metropolitan,1,1,0.15,1752,0.98,2.207505857
2,0,metropolitan,1,1,0.05,4360,3.8,0.452255352
1,0,urban,1,1,0.15,914,20.9,4.22089641
2,0,metropolitan,2,0,0.05,2120,4.75,0.651164087
1,0,urban,0,1,0.15,2427,54.15,1.937452653
5,3,urban,1,1,0.05,2012,16.15,1.200541424
5,3,metropolitan,1,1,0.15,3688,13.3,1.371296791
4,1,rural,2,3,0.3,5082,8.08,0.469689285
4,1,rural,2,3,0.3,5082,0.2,0.349006086
2,0,metropolitan,1,1,0.15,1900,5.7,1.987023275
2,0,metropolitan,1,1,0.15,1900,5.88,1.987023275
2,0,metropolitan,1,1,0.05,2469,2.94,0.88540901
6,0,urban,8,4,0.7,2627,15.2,0.387983714
6,0,urban,8,4,0.7,2627,25.65,0.394458219
6,0,urban,8,4,0.7,2627,17.1,0.654333516
6,0,urban,8,4,0.7,2627,15.2,0.654333516
1,0,urban,1,1,0.15,815,4.75,0.220719957
3,1,metropolitan,2,2,0.05,4348,2.71,2.76162788
3,1,metropolitan,2,2,0.05,4348,8.55,2.281610992
2,0,metropolitan,2,1,0.05,5334,11.76,0.482311205
4,2,metropolitan,2,1,0.7,2031,10.07,0.516636275
4,2,metropolitan,2,1,0.7,2222,38,0.896685233
2,0,metropolitan,1,1,0.3,1341,0.1,1.077685429
2,0,metropolitan,1,1,0.3,1341,6.32,1.077685429
1,0,metropolitan,1,1,0.3,1446,1.14,2.811818253
1,0,metropolitan,1,1,0.3,1446,1.14,2.811818253
2,0,rural,1,1,1.5,2306,38,0.533539492
4,2,metropolitan,1,2,0.15,3837,16.15,1.368197911
4,2,metropolitan,1,2,0.15,3837,16.15,1.07302557
2,0,metropolitan,1,2,0.15,3115,0.48,0.627743615
2,0,metropolitan,1,2,0.15,3115,0.29,0.448495752
2,0,metropolitan,1,2,0.15,3115,0.59,0.448495752
3,0,metropolitan,1,2,0.05,2860,10.83,0.809132956
4,2,metropolitan,2,2,0.05,2960,5.7,0.994163176
2,0,metropolitan,1,2,0.7,3846,9.5,0.751058033
3,0,rural,3,3,0.3,2652,18.05,0.964689809
3,0,rural,3,3,0.3,2652,42.75,1.532542948
3,1,urban,2,1,0.3,4854,33.25,0.722318668
